,no_suivi,no_rapport,type_rapport,date_envoi,crc,titre,note,type_etablissement,lat,long,ville,departement
110,203-21,jf00134788.html,Rapport d'observations définitives,24/06/2013,CRC Bretagne,Commune - Betton - Betton (Ille-et-Vilaine),-50,Commune,48.18123604229999,-1.64589552684,Betton,Ille-et-Vilaine
111,201325,jf00134799.html,Rapport d'observations définitives,14/06/2013,CRC Bretagne,Commune - Lesneven - Lesneven (Finistère),217,Commune,48.5801251196,-4.31293757639,Lesneven,Finistère
112,LRR201305,jf00134804.html,Rapport d'observations définitives,06/06/2013,CRC Languedoc-Roussillon,Syndicat mixte - Syndicat mixte des Transports en commun de l'Hérault - Montpellier (Hérault),-305,Syndicat mixte,43.6134409138,3.86851657896,Montpellier,Hérault
113,,jf00134808.html,Rapport d'observations définitives,05/07/2013,CRC Aquitaine Poitou-Charentes,Services départementaux d'incendie et de secours - SDIS de la Charente-Maritime - Périgny (Charente-Maritime),-96,Services départementaux d'incendie et de secours,46.1574551352,-1.08886084864,Périgny,Charente-Maritime
114,CALR201301,jf00134842.html,Rapport d'observations définitives,10/01/2013,CRC Champagne-Ardenne Lorraine,"Etablissement public local d'enseignement - Lycée professionnel ""Marie Marvingt"" de Tomblaine - Tomblaine (Meurthe-et-Moselle)",-37,Etablissement public local d'enseignement,48.6859541528,6.22129283302,Tomblaine,Meurthe-et-Moselle
115,CALR201304,jf00134845.html,Rapport d'observations définitives,30/01/2013,CRC Champagne-Ardenne Lorraine,Etablissement hospitalier public - Hôpital blocal de Bussang - Bussang (Vosges),-193,Etablissement hospitalier public,47.89130249270001,6.876636477510001,Bussang,Vosges
116,CALR201310,jf00134847.html,Rapport d'observations définitives,31/01/2013,CRC Champagne-Ardenne Lorraine,Etablissement hospitalier public - Hôpital local de Le Thillot - Le Thillot (Vosges),-198,Etablissement hospitalier public,47.8795029889,6.76927057164,Le Thillot,Vosges
117,1530,jf00134913.html,Rapport d'observations définitives,08/07/2013,CRC Provence-Alpes-Côte d'Azur,Régie - Regie departementale des transports des Bouches du Rhone (RDT 13) - Aix-en-Provence (Bouches-du-Rhône),-39,Régie,43.5360708378,5.3985744458200005,Aix-en-Provence,Bouches-du-Rhône
118,13- 745 ,jf00134951.html,Rapport d'observations définitives,06/07/2013,CRC Alsace,Commune - Commune de Niederbronn-les-Bains - Niederbronn-les-Bains (Bas-Rhin),-29,Commune,48.9638157112,7.63986093383,Niederbronn-les-Bains,Bas-Rhin
119,2013-213,jf00134994.html,Rapport d'observations définitives,07/06/2013,CRC Pays de la Loire,Etablissement public local d'enseignement - Lycée polyvalent les Bourdonnières - Nantes (Loire-Atlantique),-72,Etablissement public local d'enseignement,47.2316356767,-1.54831008605,Nantes,Loire-Atlantique
120,2013-019,jf00135100.html,Rapport d'observations définitives,30/04/2013,CRC Midi-Pyrénées,Services départementaux d'incendie et de secours - SDIS du Lot - Cahors (Lot),-85,Services départementaux d'incendie et de secours,44.4507370916,1.44075837848,Cahors,Lot
121,2013-17,jf00135108.html,Rapport d'observations définitives,17/05/2013,CRC Bretagne,Commune - Gahard - Gahard (Ille-et-Vilaine),-15,Commune,48.2882041864,-1.5274628579499998,Gahard,Ille-et-Vilaine
122,CALR201305,jf00135139.html,Rapport d'observations définitives,30/01/2013,CRC Champagne-Ardenne Lorraine,Etablissement hospitalier public - Hôpital local de Châtel-sur-Moselle - Châtel-sur-Moselle (Vosges),-182,Etablissement hospitalier public,48.319852392799994,6.400679687819999,Châtel-sur-Moselle,Vosges
123,CALR201315,jf00135141.html,Rapport d'observations définitives,27/02/2013,CRC Champagne-Ardenne Lorraine,Commune - Commune d'Uckange - Uckange (Moselle),-10,Commune,49.30587670550001,6.14931216735,Uckange,Moselle
124,CALR201315,jf00135142.html,Rapport d'observations définitives,27/02/2013,CRC Champagne-Ardenne Lorraine,Commune - Commune d'Uckange - Uckange (Moselle),-10,Commune,49.30587670550001,6.14931216735,Uckange,Moselle
125,564,jf00135149.html,Rapport d'observations définitives,03/06/2013,CRC Nord-Pas-de-Calais Picardie,"Syndicat intercommunal - SIVU pour la création et la gestion des structures d'accueil ""petite enfance"" de Saint-Etienne-au-Mont - Saint-Etienne-au-Mont (Pas-de-Calais)",-68,Syndicat intercommunal,50.665481027700004,1.6018617047,Saint-Etienne-au-Mont,Pas-de-Calais
126,570,jf00135157.html,Rapport d'observations définitives,12/07/2013,CRC Nord-Pas-de-Calais Picardie,Région - Région Nord-Pas-de-Calais  - Lille (Nord),18,Région,50.631718316800004,3.0478327231200004,Lille,Nord
127,570,jf00135159.html,Rapport d'observations définitives,12/07/2013,CRC Nord-Pas-de-Calais Picardie,Région - Région Nord-Pas-de-Calais  - Lille (Nord),18,Région,50.631718316800004,3.0478327231200004,Lille,Nord
128,2013-20,jf00135163.html,Rapport d'observations définitives,21/05/2013,CRC Bretagne,Syndicat mixte - Syndicat mixte pour le développement et l'aménagement du port de pêche de Lorient-Keroman - Vannes (Morbihan),-30,Syndicat mixte,47.6597493766,-2.75714329498,Vannes,Morbihan
129,,jf00135178.html,Rapport d'observations définitives,15/07/2013,CRC Aquitaine Poitou-Charentes,Société d'économie mixte - Société d'économie mixte de l'hôtel du Palais de Biarritz (SOCOMIX) - Biarritz (Pyrénées-Atlantiques),-37,Société d'économie mixte,43.469584722700006,-1.55309857519,Biarritz,Pyrénées-Atlantiques
130,CALR201331,jf00135186.html,Rapport d'observations définitives,28/06/2013,CRC Champagne-Ardenne Lorraine,Commune - Commune de Maizières-lès-Metz - Maizières-lès-Metz (Moselle),-17,Commune,49.208517522799994,6.15614048077,Maizières-lès-Metz,Moselle
131,CALR201303,jf00135196.html,Rapport d'observations définitives,29/01/2013,CRC Champagne-Ardenne Lorraine,Région - Région Champagne-Ardenne - Châlons-en-Champagne (Marne),30,Région,48.9640892125,4.3788353972500005,Châlons-en-Champagne,Marne
132,CALR201320,jf00135203.html,Rapport d'observations définitives,23/05/2013,CRC Champagne-Ardenne Lorraine,Communauté de communes - Communauté de communes du pays Sedanais - Sedan (Ardennes),-9,Communauté de communes,49.697058875,4.9298505244,Sedan,Ardennes
133,,jf00135253.html,Rapport d'observations définitives,22/07/2013,CRC Aquitaine Poitou-Charentes,Centre hospitalier spécialisé - Centre hospitalier Charles Perrens - Bordeaux (Gironde),-96,Centre hospitalier spécialisé,44.8572445351,-0.57369678116,Bordeaux,Gironde
134,,jf00135254.html,Rapport d'observations définitives,22/07/2013,CRC Aquitaine Poitou-Charentes,Centre de gestion de la fonction publique territoriale - Centre de gestion de la fonction publique territoriale de Lot-et-Garonne - Agen (Lot-et-Garonne),-50,Centre de gestion de la fonction publique territoriale,44.202813910399996,0.625583928763,Agen,Lot-et-Garonne
135,,jf00135255.html,Rapport d'observations définitives,22/07/2013,CRC Aquitaine Poitou-Charentes,Commune - Bayonne -  (Pyrénées-Atlantiques),118,Commune,43.492949,-1.474841,Bayonne,Pyrénées-Atlantiques
136,,jf00135276.html,Rapport d'observations définitives,29/07/2013,CRC Aquitaine Poitou-Charentes,Société d'économie mixte - Société d'économie mixte du Périgord (SEMIPER) - Coulounieix-Chamiers (Dordogne),-182,Société d'économie mixte,45.1650799772,0.6875924936390001,Coulounieix-Chamiers,Dordogne
137,,jf00135327.html,Rapport d'observations définitives,07/08/2013,CRC Aquitaine Poitou-Charentes,Commune - Saint-Michel-de-Rieufret -  (Gironde),10,Commune,44.622145,-0.4336060000000001,Saint-Michel-de-Rieufret,Gironde
138,D131803,jf00135457.html,Rapport d'observations définitives,22/07/2013,CRC Auvergne Rhône-Alpes,Commune - Chaudes-Aigues - CHAUDES-AIGUES (Cantal),34,Commune,44.848937782,2.9982305989,CHAUDES-AIGUES,Cantal
139,,jf00135489.html,Rapport d'observations définitives,21/08/2013,CRC Aquitaine Poitou-Charentes,Commune - Oloron Sainte-Marie -  (Pyrénées-Atlantiques),23,Commune,43.194413,-0.6052919999999999,Oloron-Sainte-Marie,Pyrénées-Atlantiques
140,,jf00135494.html,Rapport d'observations définitives,21/08/2013,CRC Aquitaine Poitou-Charentes,Département - Département de la Charente-Maritime - La Rochelle (Charente-Maritime),2,Département,46.16206439720001,-1.1746570283600002,La Rochelle,Charente-Maritime
141,2013-31,jf00135785.html,Rapport d'observations définitives,23/07/2013,CRC Bretagne,Commune - Commune de Saint-Aubin d'Aubigné - Saint-Aubin d'Aubigne (Ille-et-Vilaine),-106,Commune,48.263171,-1.606188,Saint-Aubin d'Aubigne,Ille-et-Vilaine
142,,jf00135807.html,Rapport d'observations définitives,03/09/2013,CRC Aquitaine Poitou-Charentes,Association - Association d'Aide Familiale et Sociale (AAFS) - Anglet (Pyrénées-Atlantiques),-8,Association,43.4917846595,-1.5162337337099998,Anglet,Pyrénées-Atlantiques
143,2013-27,jf00135856.html,Rapport d'observations définitives,08/07/2013,CRC Bretagne,Commune - Janzé - Janzé (Ille-et-Vilaine),-160,Commune,47.9428950804,-1.50038718382,Janzé,Ille-et-Vilaine
144,,jf00135882.html,Rapport d'observations définitives,06/09/2013,CRC Aquitaine Poitou-Charentes,Commune - Navarrenx -  (Pyrénées-Atlantiques),40,Commune,43.322255,-0.761008,Navarrenx,Pyrénées-Atlantiques
145,,jf00135885.html,Rapport d'observations définitives,06/09/2013,CRC Aquitaine Poitou-Charentes,Commune - Saint-Jean-de-Marsacq -  (Landes),-17,Commune,43.625691,-1.256499,Saint-Jean-de-Marsacq,Landes
146,,jf00135899.html,Rapport d'observations définitives,06/09/2013,CRC Aquitaine Poitou-Charentes,Commune - Saint-Vincent-de-Tyrosse -  (Landes),5,Commune,43.6587109,-1.301187,Saint-Vincent-de-Tyrosse,Landes
147,,jf00135901.html,Rapport d'observations définitives,06/09/2013,CRC Aquitaine Poitou-Charentes,Commune - Castets -  (Landes),5,Commune,43.881922,-1.145308,Castets,Landes
148,,jf00135907.html,Rapport d'observations définitives,10/09/2013,CRC Aquitaine Poitou-Charentes,Commune - Ribérac -  (Dordogne),-47,Commune,45.246394,0.33765100000000003,Ribérac,Dordogne
149,13-0088 R,jf00135952.html,Rapport d'observations définitives,15/07/2013,CRC Ile-de-France,Commune - Chaville -  (Hauts-de-Seine),-8,Commune,48.808026,2.192418,Chaville,Hauts-de-Seine
150,NPR201323,jf00135962.html,Rapport d'observations définitives,08/07/2013,CRC Nord-Pas-de-Calais Picardie,Association - Association Innov'Enfance - Lille (Nord),-62,Association,50.631718316800004,3.0478327231200004,Lille,Nord
151,13 - 1021,jf00136037.html,Rapport d'observations définitives,12/08/2013,CRC Alsace,"Centre de gestion de la fonction publique territoriale - Centre de gestion de la fonction publique territoriale du Haut-Rhin
 - Colmar (Haut-Rhin)",-135,Centre de gestion de la fonction publique territoriale,48.1099405789,7.38468690323,Colmar,Haut-Rhin
152,LRR201306,jf00136038.html,Rapport d'observations définitives,01/07/2013,CRC Languedoc-Roussillon,Département - Conseil général de l'Aude - Carcassonne (Aude),5,Département,43.2093798444,2.34398855385,Carcassonne,Aude
153,2013- 722,jf00136044.html,Rapport d'observations définitives,02/07/2013,CRC Alsace,Commune - Commune de Brumath - Brumath (Bas-Rhin),-68,Commune,48.7204656106,7.71740193625,Brumath,Bas-Rhin
154,KAR D131888 KJF,jf00136093.html,Rapport d'observations définitives,01/08/2013,CRC Auvergne Rhône-Alpes,Société d'économie mixte - Société de gestion du parc des expositions de l'Ain (SOGEPEA) - Bourg-en-Bresse (Ain),-95,Société d'économie mixte,46.2051520382,5.24602125501,Bourg-en-Bresse,Ain
155,D131707,jf00136120.html,Rapport d'observations définitives,12/07/2013,CRC Auvergne Rhône-Alpes,Centre communal d'action sociale - Centre communal d'action sociale d'Echirolles - ECHIROLLES (Isère),-287,Centre communal d'action sociale,45.1471647181,5.715356001769999,ECHIROLLES,Isère
156,KAR D131924 KJF,jf00136142.html,Rapport d'observations définitives,02/08/2013,CRC Auvergne Rhône-Alpes,Etablissement hospitalier public - Centre hospitalier de Crest - Crest (Drôme),-287,Etablissement hospitalier public,44.73356659069999,5.0221758413,Crest,Drôme
157,KAR D132217 KJF,jf00136150.html,Rapport d'observations définitives,02/09/2013,CRC Auvergne Rhône-Alpes,Société d'économie mixte - Société thermale de Chaudes-Aigues SAEM CALEDEN - CHAUDES-AIGUES (Cantal),-5,Société d'économie mixte,44.848937782,2.9982305989,CHAUDES-AIGUES,Cantal
158,13-0123 R,jf00136163.html,Rapport d'observations définitives,06/09/2013,CRC Ile-de-France,Commune - Nogent-sur-Marne  -  (Val-de-Marne),-60,Commune,48.83763099999999,2.4816990000000003,Nogent-sur-Marne,Val-de-Marne
159,1787,jf00136296.html,Rapport d'observations définitives,27/08/2013,CRC Provence-Alpes-Côte d'Azur,Etablissement public de coopération culturelle - Opéra Toulon Provence Méditerranée  - Toulon (Var),-151,Etablissement public de coopération culturelle,43.1361589728,5.932396342490001,Toulon,Var
160,2013-28,jf00136306.html,Rapport d'observations définitives,09/07/2013,CRC Bretagne,Commune - Trégunc - Trégunc (Finistère),67,Commune,47.8380684896,-3.8408529946,Trégunc,Finistère
161,CALR201307,jf00136307.html,Rapport d'observations définitives,30/01/2013,CRC Champagne-Ardenne Lorraine,Etablissement public local - Hôpital local de Fraize - Fraize (Vosges),-201,Etablissement public local,48.186317725500004,7.018010712100001,Fraize,Vosges
162,CALR201327,jf00136313.html,Rapport d'observations définitives,13/06/2013,CRC Champagne-Ardenne Lorraine,Commune - Commune de Chaumont - Chaumont (Haute-Marne),-51,Commune,48.0980144211,5.14070044621,Chaumont,Haute-Marne
163,,jf00136317.html,Rapport d'observations définitives,10/09/2013,CRC Provence-Alpes-Côte d'Azur,Communauté d'agglomération - Communaute d'agglomération et Communauté urbaine de Nice Côte d'Azur - Nice (Alpes-Maritimes),-65,Communauté d'agglomération,43.711999266099994,7.23826889465,Nice,Alpes-Maritimes
164,2008-2013,jf00136321.html,Rapport d'observations définitives,30/05/2013,CRC Basse-Normandie Haute-Normandie,Département - Departement du Calvados - Caen (Calvados),-125,Département,49.1847936737,-0.369801713036,Caen,Calvados
165,2006-2013,jf00136324.html,Rapport d'observations définitives,23/08/2013,CRC Basse-Normandie Haute-Normandie,Commune - Gournay-en-Bray -  (Seine-Maritime),-120,Commune,49.48266160000001,1.7245633000000002,Gournay-en-Bray,Seine-Maritime
166,ROD 0580,jf00136332.html,Rapport d'observations définitives,10/09/2013,CRC Nord-Pas-de-Calais Picardie,Commune - Commune de Lens -  (Pas-de-Calais),-62,Commune,50.4145771,3.0657695,Rue de la Commune de Paris,Pas-de-Calais
167,13-0138 R,jf00136334.html,Rapport d'observations définitives,04/09/2013,CRC Ile-de-France,Région - Gestion des ressources humaines de la région Ile-de-France -  (Paris),-35,Région,48.856614,2.3522218999999995,Paris,Paris
168,2013018,jf00136349.html,Rapport d'observations définitives,25/07/2013,CRC Centre Limousin,Département - Conseil General - Tours (Indre-et-Loire),-29,Département,47.398638228100005,0.696526376417,Tours,Indre-et-Loire
169,2013019,jf00136352.html,Rapport d'observations définitives,25/07/2013,CRC Centre Limousin,Société d'économie mixte - société d'économie mixte Société d'Equipement de la Touraine (SET) - Tours (Indre-et-Loire),-28,Société d'économie mixte,47.398638228100005,0.696526376417,Tours,Indre-et-Loire
170,13- 983,jf00136402.html,Rapport d'observations définitives,07/08/2013,CRC Alsace,Commune - Commune de Munster - Munster (Haut-Rhin),31,Commune,48.0448514207,7.14149744282,Munster,Haut-Rhin
171,2013022,jf00136408.html,Rapport d'observations définitives,27/08/2013,CRC Centre Limousin,Commune - Commune de Brive-la-Gaillarde - Brive-la-Gaillarde (Corrèze),20,Commune,45.143583066400005,1.51936836063,Brive-la-Gaillarde,Corrèze
172,2013020,jf00136410.html,Rapport d'observations définitives,10/07/2013,CRC Centre Limousin,Centre communal d'action sociale - Centre intercommunal d'action sociale du Blaisois - Blois (Loir-et-Cher),-14,Centre communal d'action sociale,47.5817013938,1.30625551583,Blois,Loir-et-Cher
173,2013021,jf00136411.html,Rapport d'observations définitives,14/08/2013,CRC Centre Limousin,Association - Association Montargoise d'Animation  - Montargis (Loiret),13,Association,47.9988427684,2.73588922015,Montargis,Loiret
174,,jf00136443.html,Rapport d'observations définitives,10/09/2013,CRC Provence-Alpes-Côte d'Azur,Commune - Gap - Gap (Hautes-Alpes),-28,Commune,44.5798600596,6.06486052138,Gap,Hautes-Alpes
175,,jf00136445.html,Rapport d'observations définitives,27/08/2013,CRC Provence-Alpes-Côte d'Azur,Commune - Aubagne - Aubagne (Bouches-du-Rhône),-553,Commune,43.2934843764,5.56331273477,Aubagne,Bouches-du-Rhône
176,2013023,jf00136447.html,Rapport d'observations définitives,02/09/2013,CRC Centre Limousin,Commune - Commune d'Amilly - Amilly (Loiret),12,Commune,47.9867116879,2.78217519303,Amilly,Loiret
177,13-0103 R,jf00136501.html,Rapport d'observations définitives,10/09/2013,CRC Ile-de-France,Commune - Montgeron -  (Essonne),26,Commune,48.703859,2.4604529,Montgeron,Essonne
178,D131859,jf00136528.html,Rapport d'observations définitives,25/07/2013,CRC Auvergne Rhône-Alpes,Commune - Belley - Belley (Ain),87,Commune,45.7494697806,5.6841236552600005,Belley,Ain
